17.4	609
20.6	34
21.3	539
22.6	380
24.4	72
24.6	520
25.1	203
26.2	311
27.5	562
27.6	594
28.4	563
29.4	397
29.5	633
30	31
30.6	544
31.8	136
31.8	330
31.8	458
32.5	281
33	313
33.9	143
34	296
34.1	57
34.3	441
34.6	605
34.8	429
35.3	561
36	574
36	29644
36.6	577
36.7	230
37.7	417
38.3	87
39.2	1943
39.5	323
39.7	108
39.8	155
40	218
41.3	175
41.5	354
41.6	363
41.8	21230
41.8	27874
42.3	15622
42.6	7632
42.7	28042
43.1	13494
43.3	7462
43.5	614
43.6	385
44.6	6846
44.6	24614
44.7	6436
44.8	4491
45.1	314
45.3	450
45.3	9238
45.4	84
45.4	4782
45.4	19001
45.8	6781
45.9	9000
45.9	30051
46	83
46	476
46.1	14641
46.2	75
46.3	8173
46.6	20875
46.7	52
46.8	31212
47.1	31163
47.2	24857
47.3	21684
47.4	4295
47.4	25176
47.5	3966
47.6	2740
47.7	156
47.7	12819
47.8	5
47.8	590
47.8	2828
47.8	5618
47.8	31316
47.9	20826
47.9	22357
48.1	90
48.1	23327
48.2	522
48.3	3709
48.4	469
48.4	27480
48.5	460
48.5	7889
48.6	25394
48.6	26041
48.7	4610
48.7	19730
48.7	22132
48.8	29471
48.9	3129
49	21617
49.2	15200
49.2	30024
49.3	21007
49.5	7562
49.5	14344
49.6	985
49.8	15765
49.8	29037
50	18688
50	23330
50	31560
50.2	152
50.2	11668
50.2	17171
50.2	18350
50.4	13582
50.6	974
50.6	1085
50.7	116
50.7	2459
50.7	12323
50.8	3896
50.8	15987
51	188
51	1532
51	27112
51.1	18556
51.2	7966
51.2	28067
51.3	11117
51.3	13898
51.4	537
51.4	6349
51.4	20796
51.4	28822
51.4	30986
51.5	13185
51.5	29435
51.6	6368
51.7	173
51.7	239
51.7	288
51.7	18656
51.8	8487
51.9	629
51.9	13814
51.9	28103
51.9	30582
52	1350
52	9283
52	24364
52.1	2045
52.1	25253
52.1	29260
52.2	2651
52.2	3457
52.2	28079
52.3	2458
52.3	19972
52.4	8143
52.5	552
52.5	14574
52.5	17235
52.5	30789
52.5	31449
52.6	567
52.6	16912
52.6	17007
52.6	25590
52.6	27169
52.6	27439
52.7	5015
52.7	25988
52.7	27251
52.7	30859
52.8	2918
52.8	7732
52.8	8565
52.8	14083
52.8	25815
52.8	29105
52.9	14576
52.9	15935
52.9	27729
52.9	30856
53	1503
53	4986
53	23097
53.1	47
53.1	2586
53.1	2821
53.1	12569
53.2	2177
53.2	30228
53.3	14409
53.3	15129
53.3	26667
53.3	27831
53.3	30014
53.4	3177
53.4	4620
53.4	6036
53.5	478
53.5	7928
53.5	10690
53.5	18420
53.5	25696
53.6	16667
53.7	4781
53.7	13394
53.8	240
53.8	477
53.8	500
53.8	7439
53.8	16146
53.8	30575
53.9	4201
53.9	5528
53.9	18100
53.9	22008
53.9	30982
54	13641
54	31630
54.1	15130
54.1	24005
54.1	26929
54.2	238
54.2	4381
54.2	8777
54.2	11390
54.3	3910
54.3	14107
54.3	19397
54.3	21650
54.4	172
54.4	4537
54.4	7602
54.4	13656
54.4	13926
54.4	16538
54.4	18255
54.4	22874
54.4	22999
54.5	350
54.5	6007
54.5	27572
54.6	25
54.6	4930
54.6	24369
54.6	25935
54.6	26547
54.6	31648
54.7	1788
54.7	4724
54.7	13434
54.8	5743
54.8	8499
54.8	22651
54.8	24181
54.9	13740
54.9	15809
54.9	18056
54.9	23150
54.9	29196
55	9672
55	9988
55	10410
55	16696
55	24233
55	25308
55	29186
55.1	5090
55.1	9496
55.1	15833
55.1	30230
55.2	12239
55.2	16390
55.2	17260
55.2	23648
55.3	10013
55.3	13171
55.3	26092
55.3	28142
55.3	29204
55.4	142
55.4	565
55.4	1187
55.4	7431
55.4	7714
