1 8000     1.57 245.56      0 245.516 0      0 0  0 245.516  0 0       0 0  0 245.516  0 0 
1 8000     1.56 261.24      0 261.193 0      0 0  0 261.193  0 0       0 0  0 261.193  0 0 
1 8000     1.59 240.43      0 240.382 0      0 0  0 240.382  0 0       0 0  0 240.382  0 0 
1 8000     1.54 240.71      0 240.667 0      0 0  0 240.667  0 0       0 0  0 240.667  0 0 
